election_id	http://userannotation/na	election_type	http://userannotation/na	election_date	http://dbpedia.org/page/Category:Dates	district_name	http://userannotation/na	division_name	http://userannotation/na	division_url	http://userannotation/na	division_openlylocal_id	http://userannotation/na	result_votes_total	http://userannotation/na	result_url	http://userannotation/na	candidate_votes	http://userannotation/na	candidate_elected	http://userannotation/na	party_name	http://dbpedia.org/page/Category:Political_parties	party_short_name		party_resource_uri	http://userannotation/na
2	http://userannotation/number	council	http://dbpedia.org/page/Council	05.05.2005	http://userannotation/number	Rugby	http://dbpedia.org/page/Borough_of_Rugby	Admirals 	http://userannotation/na	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument	http://userannotation/na	9836	http://userannotation/number	3102	http://userannotation/number	http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486	http://userannotation/na	1225	http://userannotation/number	0	http://userannotation/number	Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	http://userannotation/na
2		council		05.05.2005		Rugby		Admirals 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument		9836		3102		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486		1366		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Rugby		Admirals 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/05aaa15dffa8159a80256ffc002c5dcb?OpenDocument		9836		3102		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7D96AE7A8F60BE8F80256F460052B486		511		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Stratford	http://dbpedia.org/page/Stratford-on-Avon_District	Alcester 	http://dbpedia.org/page/Alcester	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument		9837		4181		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF		592		0		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Stratford		Alcester 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument		9837		4181		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF		2162		1		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Stratford		Alcester 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/7583e7e75035e8b180256ffc002c5de6?OpenDocument		9837		4181		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/FE3674811722B69680256F85005270EF		1427		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth	http://dbpedia.org/page/Nuneaton_and_Bedworth	Arbury & Stockingford 	http://userannotation/na	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument		9838		14771		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E		2433		0		Conservative		Con		http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth		Arbury & Stockingford 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument		9838		14771		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E		3888		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth		Arbury & Stockingford 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument		9838		14771		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E		4240		1		Labour		Lab		http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth		Arbury & Stockingford 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument		9838		14771		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E		2578		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth		Arbury & Stockingford 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/760437f7e47d3eee80256ffc002c5ddf?OpenDocument		9838		14771		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/EEEF2A5ADE2987ED80256F460052B47E		1632		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		North Warwickshire	http://dbpedia.org/page/North_Warwickshire	Arley 	http://dbpedia.org/page/Arley	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument		9839		4023		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F		1812		1		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)		
2		council		05.05.2005		North Warwickshire		Arley 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument		9839		4023		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F		1472		0		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		North Warwickshire		Arley 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/d09bd1da4c3258a280256ffc002c5dd0?OpenDocument		9839		4023		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/9A8521A0876F50C280256F460052B45F		739		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		North Warwickshire		Aston Cantlow 	http://dbpedia.org/page/Aston_Cantlow	https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a85b5432807427fb80256ffc002c5dd7?OpenDocument		9840		4411		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C931967A1C54649980256F460052B475		2830		1		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		North Warwickshire		Aston Cantlow 		https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a85b5432807427fb80256ffc002c5dd7?OpenDocument		9840		4411		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C931967A1C54649980256F460052B475		1581		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		North Warwickshire		Atherstone 	http://dbpedia.org/page/Atherstone	http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/783f2b487ca8c5f380256ffc002c5de7?OpenDocument		9841		3332		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87		1418		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		North Warwickshire		Atherstone 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/783f2b487ca8c5f380256ffc002c5de7?OpenDocument		9841		3332		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87		951		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		North Warwickshire		Atherstone 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/783f2b487ca8c5f380256ffc002c5de7?OpenDocument		9841		3332		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/7DEFEF5B192DC37B80256F8500528B87		963		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		North Warwickshire		Baddesley 	http://dbpedia.org/page/Baddesley_Ensor	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b524adb164f3153d80256ffc002c5dc4?OpenDocument		9842		4245		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485		716		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		North Warwickshire		Baddesley 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b524adb164f3153d80256ffc002c5dc4?OpenDocument		9842		4245		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485		1254		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		North Warwickshire		Baddesley 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b524adb164f3153d80256ffc002c5dc4?OpenDocument		9842		4245		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/30965BFF4A0FAEA280256F460052B485		2275		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth	http://dbpedia.org/page/Nuneaton_and_Bedworth	Bede 	http://userannotation/na	http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/d60a315b4441595380256ffc002c5de5?OpenDocument		9843		4386		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507		684		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Nuneaton and Bedworth		Bede 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/d60a315b4441595380256ffc002c5de5?OpenDocument		9843		4386		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507		1167		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth		Bede 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/d60a315b4441595380256ffc002c5de5?OpenDocument		9843		4386		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/F518490E7AB4CBD780256F8500523507		2535		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth North 	http://dbpedia.org/page/Bedworth	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/f28f91a3542a7d3480257084004dbe08?OpenDocument		9844		3886		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6		1484		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth North 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/f28f91a3542a7d3480257084004dbe08?OpenDocument		9844		3886		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6		1778		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth North 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/f28f91a3542a7d3480257084004dbe08?OpenDocument		9844		3886		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/067FF493614DFFFC80256F85005212F6		624		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth West 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/da76a24a7af732f880256ffc002c5dd6?OpenDocument		9845		4470		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A		2484		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth West 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/da76a24a7af732f880256ffc002c5dd6?OpenDocument		9845		4470		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A		719		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Nuneaton and Bedworth		Bedworth West 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/da76a24a7af732f880256ffc002c5dd6?OpenDocument		9845		4470		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C1A331A6B7F5438E80256F460052B46A		1267		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Stratford	http://dbpedia.org/page/Stratford-on-Avon_District	Bidford-on-Avon 	http://dbpedia.org/page/Bidford-on-Avon	http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/13f78713f044de4480256ffc002c5dd8?OpenDocument		9846		4662		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460		2453		1		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Stratford		Bidford-on-Avon 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/13f78713f044de4480256ffc002c5dd8?OpenDocument		9846		4662		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460		388		0		Green	http://dbpedia.org/page/Green_Party_of_England_and_Wales	Green	http://dbpedia.org/page/Green_Party_of_England_and_Wales	http://openelectiondata.org/id/parties/64	
2		council		05.05.2005		Stratford		Bidford-on-Avon 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/13f78713f044de4480256ffc002c5dd8?OpenDocument		9846		4662		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/CB34ABCB5A341D4180256F460052B460		1821		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Warwick	http://dbpedia.org/page/Warwick_District	Bishops Tachbrook 	http://dbpedia.org/page/Bishop's_Tachbrook	https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/44df528348730dae80256ffc002c5de8?OpenDocument		9847		3944		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4		501		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Warwick		Bishops Tachbrook 		https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/44df528348730dae80256ffc002c5de8?OpenDocument		9847		3944		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4		1246		0		Independent	http://dbpedia.org/page/Independent_(politician)	Ind	http://dbpedia.org/page/Independent_(politician)	NULL	
2		council		05.05.2005		Warwick		Bishops Tachbrook 		https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/44df528348730dae80256ffc002c5de8?OpenDocument		9847		3944		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4		1353		1		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Warwick		Bishops Tachbrook 		https://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/44df528348730dae80256ffc002c5de8?OpenDocument		9847		3944		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/0D6C067E0F82AF4580256F850054BCE4		844		0		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Rugby	http://dbpedia.org/page/Borough_of_Rugby	Brownsover 	http://dbpedia.org/page/Brownsover	http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		1978		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Rugby		Brownsover 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		2364		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Rugby		Brownsover 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		1643		0		Liberal Democrat	http://dbpedia.org/page/Liberal_Democrats	LibDem	http://dbpedia.org/page/Liberal_Democrats	http://openelectiondata.org/id/parties/26	
2		council		05.05.2005		Rugby		Brownsover 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		4426		1		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Rugby		Brownsover 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		3111		1		Labour		Lab		http://openelectiondata.org/id/parties/6	
2		council		05.05.2005		Rugby		Brownsover 		http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/82001648bf96926180256ffc002c5de9?OpenDocument		9848		15807		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/C865F35AF86F665680256F850054DA12		2285		0		Conservative	http://dbpedia.org/page/Conservative_Party_(UK)	Con	http://dbpedia.org/page/Conservative_Party_(UK)	http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth	http://dbpedia.org/page/Nuneaton_and_Bedworth	Bulkington 	http://dbpedia.org/page/Bulkington	http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/89e17eb7695ba73380256ffc002c5dea?OpenDocument		9849		4123		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802		2283		1		Conservative		Con		http://openelectiondata.org/id/parties/25	
2		council		05.05.2005		Nuneaton and Bedworth		Bulkington 		http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/89e17eb7695ba73380256ffc002c5dea?OpenDocument		9849		4123		http://www.warwickshire.gov.uk/corporate/Elect05.nsf/ResultsByParty/CB1E5E047EFE3A1780256F850054E802		1840		0		Labour	http://dbpedia.org/page/Labour_Party_(UK)	Lab	http://dbpedia.org/page/Labour_Party_(UK)	http://openelectiondata.org/id/parties/6	
